index,wav_file,old_name,segment_text,question,C1,C2,C3,C4,C_correct,summary,duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,thisRow.t,notes,Instructions.started,Instructions.stopped,Start_Segment_Train.started,Play_train.started,Trial_counter_train.started,text_5.started,Start_Segment_Train.stopped,Play_train.numClicks,Play_train.timesOn,Play_train.timesOff,Training_Segment.started,Experimen_audio.started,polygon.started,polygon.stopped,Training_Segment.stopped,Summary.started,textbox.started,summary_done.started,Summary.stopped,textbox.text,summary_done.numClicks,summary_done.timesOn,summary_done.timesOff,Start_Exp.started,Start_exp.started,Start.started,Start_Exp.stopped,Start.numClicks,Start.timesOn,Start.timesOff,Start_Segment.started,Play.started,Trial_counter.started,text_6.started,Start_Segment.stopped,Play.numClicks,Play.timesOn,Play.timesOff,Thanks.started,text_7.started,text_7.stopped,Thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,Someday_2_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_004_of_116_1.wav,Successful actresses are disciplined people who wake up early to focus on their craft I told myself even ones who still make their living as waitresses like me I started leaving the alarm clock on the landing between Jane's room and mine so I'd have to actually get out of bed in order to turn it off instead of hitting snooze over and over like I normally do I also resolved to quit smoking again to stop losing purses wallets and umbrellas and to not eat any more cheese puffs not even on special occasions,What resolution does the narrator make about her lifestyle to become a successful actress?,A. To wake up early and focus on her craft,B. To quit smoking and stop losing personal items,"C. To stop eating cheese puffs, even on special occasions",D. All of the above,D. All of the above,no,11.38125,,,,,0,8,8,8,565.9429600830003,,,,,,,,,,,,569.0674584160001,569.0834205826666,569.0842944999999,580.4878412910002,580.4673825,580.4785984160003,580.4878412910002,580.4878412910002,616.7367192910001,She's talking about how actors need to be disciplined and that she can only eat cheese puffs on special occasions. and she cannot hit snooze on her alarm clock. ,1,[36.256602250000014],[36.25660462499991],,,,,,,,565.9341033330002,565.9429600830003,565.9429600830003,565.9429600830003,569.0672827500002,1,[3.1326823750000585],[3.132685041000059],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_52_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_026_of_116_0.wav,She takes a deep breath and narrows her eyes and says slowly and deliberately I won't until I get something on my favorite show Law and Order You've never been on Law and Order I say surprised but you're perfect for it I know I'm even Irish and Italian Who knows cops and criminals better So why You haven't auditioned for them or People known for being on the most ridiculed talking animals show of the last decade sometimes have a hard time being taken seriously,What show does Dina want to get a role on?,A. "Law and Order",B. "There's Pierre",C. The talking animals show,D. A show about Irish and Italian people,A. "Law and Order",no,7.215,,,,,0,9,9,9,616.746439125,,,,,,,,,,,,618.3853235410002,618.4008228746668,618.4000665410003,625.6137291250002,625.6180854160002,625.6292979160003,625.6384705,625.6384705,648.705325375,She might have asked someone  if she's watched the show law and order and that she cannot be taken seriously. ,1,[23.074547500000335],[23.074550000000272],,,,,,,,616.7370342910003,616.746439125,616.746439125,616.746439125,618.3850790410002,1,[1.6452734160002365],[1.6452763330003108],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_8_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_007_of_116_1.wav,And one accomplishment a year wasn't exactly what I had in mind Still wedged halfway beneath the bed it takes all my strength to push a barely used roller blade out of the way At this point I'm just sweeping my arm back and forth making the same movement under my bed as I would if making a snow angel only the accumulated junk is a lot harder to move I give up for a moment resting my cheek against the cool wooden floor with a sigh Do you have any idea how few actors make it people always say,What does the narrator push out of the way?,A. Roller blades,B. Snow angel drawings,C. Junk that's hard to move,D. Cool wooden floor,A. Roller blades,no,7.295,,,,,0,10,10,10,648.7147555000001,,,,,,,,,,,,649.8359754160001,649.8490868746669,649.8497456250002,657.149031291,657.1512322500002,657.1624535410001,657.1714901250002,657.1714901250002,665.105851416,Could not understand. ,1,[7.941911291999986],[7.941913708000357],,,,,,,,648.7056400410002,648.7147555000001,648.7147555000001,648.7147555000001,649.835754708,1,[1.1273624170003131],[1.1273662920002607],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_12_condition-3-5x.wav,Someday__Someday__Maybe__Unabridged___File_008_of_116_4.wav,Of course the wedding's not until June but if you wanna stay at the Sands by the shore she said to book early Okay thanks Franny I'm worried about you Why Well from my initial calculations this new telephone identification system could save you upwards of 20 to 25 seconds per day I'm concerned about how you'll adjust to all the new free time Har har Also one of my students says there's a show called Friends Apparently it's a popular one Maybe you should try to apply for that,What does the narrator's father joke about regarding caller ID?,A. The invention of the telephone,B. The inconvenience of caller ID,C. The potential time saved with caller ID,D. The popularity of caller ID,C. The potential time saved with caller ID,no,9.2875,,,,,0,11,11,11,665.1151235000002,,,,,,,,,,,,666.1728281250003,666.1887702916667,666.1878887080002,675.4832394160003,675.4855505410001,675.4967664579999,675.5061779580001,675.5061779580001,699.608124291,She's telling someone that one of her friends told her to apply for a show and that maybe they should apply for that. ,1,[24.109820292000222],[24.10982275000015],,,,,,,,665.1061785000002,665.1151235000002,665.1151235000002,665.1151235000002,666.1726543750001,1,[1.0659448330002306],[1.0659473330001674],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_69_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_033_of_116_3.wav,Mmm let me see Carol puts on the glasses that hang on a chain around her neck and brings her face just inches from mine I hold very still as if I'm being examined in a doctor's office Well you have some freckles it's true I don't think they're distracting though I don't see them as a problem but I can even out your skin tone if that's what concerns you Carol sighs I don't think she likes me Okay great whatever you think thanks Want a magazine,What does Carol suggest to the main character regarding her freckles?,A. Cover them up with makeup,B. Embrace them as unique,C. Remove them with a cream,D. Get freckle tattoos,A. Cover them up with makeup,no,14.785,,,,,0,12,12,12,699.6177428330002,,,,,,,,,,,,701.4420345410003,701.4579454996667,701.4629634160001,716.2523020829999,716.2547261250002,716.2766956250002,716.2856955410002,716.2856955410002,755.5281029160001,Someone has freckles that are too distracting. They might be at a skin appointment and she asks the person if they want a magazine and offers to even out her skin tone. ,1,[39.24990704100037],[39.24990962500033],,,,,,,,699.6084474580002,699.6177428330002,699.6177428330002,699.6177428330002,701.441849666,1,[1.8307574170003136],[1.830760167000335],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_141_condition.wav,Someday__Someday__Maybe__Unabridged___File_088_of_116_1.wav,"Pink eye I keep repeating the phrase as if that will somehow make it disappear from Jane's face pink eye you have pink eye How can you be sure? Well by looking in the mirror for one thing, but maybe you just have something in your eye or allergies. Sorry Franny I've had it before this is what it looks like. It's really contagious. There's no way I can go Jane was going to be my date for Katie's wedding Jane had arranged the rental car in her name Jane has pink eye if you can't go I can't go",What does Jane have?,A. Cold,B. Pink eye,C. Flu,D. Bruises,B. Pink eye,yes,30.02221875,,,,,0,13,13,13,755.5376635830003,,,,,,,,,,,,756.146101375,756.1952991250002,756.1885509580002,786.2052315000001,786.2233265,786.234435458,786.2413218330003,786.2413218330003,819.5652775410003,"Jane has pink eye. It's not allergies and if she cannot go, then the speaker cannot go. Jane arranged for the car. ",1,[33.329563290999886],[33.329565915999865],,,,,,,,755.5284191250003,755.5376635830003,755.5376635830003,755.5376635830003,756.1459159579999,1,[0.6148729999999887],[0.6148756669999784],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_59_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_028_of_116_1.wav,It's all sort of a a vacuum isn't it Yes it can be I guess Everett isn't saying anything I haven't thought before but there's something so depressing in her description Something less than comforting in her attempt to be understanding in My work ever it says in mergers and amalgamations We're seeing a real boom Lbo's are still the cornerstone of the business obviously but the increase in global capital flows is translating to even more revenue,What does Everett's description sound like to the narrator?,A. Comforting,B. Understanding,C. Concerned,D. Depressing,D. Depressing,yes,14.995,,,,,0,14,14,14,819.5727729580003,,,,,,,,,,,,820.2963925829999,820.3118852076666,820.3162901660003,835.3436175410002,835.311929125,835.3341811250002,835.3436175410002,835.3436175410002,853.365073166,There's LBOs and global capital revenue. ,1,[18.029262790999837],[18.02926558299987],,,,,,,,819.5656161249999,819.5727729580003,819.5727729580003,819.5727729580003,820.2962056660003,1,[0.7299874999998792],[0.7299902079998901],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_131_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_058_of_116_1.wav,It sounds ominous For a minute I stare into the camera which is set up on a tripod facing the chair Then I realize that if the camera sees everything it's seeing me now stare dumbly into it I've had cameras at auditions before of course but for commercials you generally look directly into them a man versus machine staring contest Today however I'm going to be reading with a person while the camera regards me from another angle and I'm supposed to pretend that doesn't make me feel self conscious,How does the camera make the narrator feel?,A. Self conscious,B. Excited,C. Motivated,D. Emotional,A. Self conscious,yes,13.179875,,,,,0,15,15,15,853.3747052910003,,,,,,,,,,,,857.0172442080002,857.0331204166666,857.0362608750002,870.2383533330003,870.217749291,870.228964208,870.2383533330003,870.2383533330003,889.4528276660003,She's feeling self-conscious about the angle of the camera. ,1,[19.222269208999933],[19.22227174999989],,,,,,,,853.3655293750003,853.3747052910003,853.3747052910003,853.3747052910003,857.017065041,1,[3.6493689580001956],[3.649371541000164],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_15_condition.wav,Someday__Someday__Maybe__Unabridged___File_009_of_116_3.wav,Whenever Jane talks about Russell Blakely all I can picture is that line everybody was quoting from his last movie Steel Entrapment where he calls out to Cordelia Biscayne honey I'm home while hanging by one hand from the landing gear of a helicopter bare chested Today's special is from the set of Kill Time an assortment of bagels that were only out on the craft service table for about three hours but are not sadly accompanied by cream cheese and that Chinese rice thing that Dan likes which I don't think was too aggressively sneezed upon,What does Russell Blakely calls out to Cordelia Biscayne in the movie Steel Entrapment?,A. "Sweetie I'm out",B. "Baby I'm back",C. "Darling I've arrived",D. "Honey I'm home",D. "Honey I'm home",no,29.3,,,,,0,16,16,16,889.461680291,,,,,,,,,,,,890.9379575000003,890.9703642493332,890.974843083,920.2807684580002,920.2833607910002,920.305656,920.3149215830003,920.3149215830003,950.2553655830002,Speaker first started talking about steel entrapment and then shifted to bagels at the table with cream cheese and how someone didn't sneeze on them too much. ,1,[29.948138541999924],[29.948141208999914],,,,,,,,889.453173291,889.461680291,889.461680291,889.461680291,890.9377669580003,1,[1.482509833000222],[1.4825124160001906],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_111_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_048_of_116_4.wav,Where would he have gotten the picture You see them on the street sometimes I don't know I'm just saying It's occurred to me Because other than him that one very famous person do you recognize anyone else on that wall Well there's that cast photo from Cats with all the people in their cat costumes I don't recognize them individually but as a group they seem authentic But besides the somewhat believable cats Wait yes There's that actress My mother loved her She was on that detective show in the 60s,What are the narrator and her friend discussing on the wall?,A. A picture of a famous person,B. A cast photo from the musical Cats,C. A detective show from the '60s,D. Pictures of people on the street,A. A picture of a famous person,no,14.755,,,,,0,17,17,17,950.2634682910002,,,,,,,,,,,,951.289402333,951.3052683746666,951.309796,966.0545712080002,966.067163958,966.0774343329999,966.085159666,966.085159666,992.6251832910002,Speaker was talking about how they maybe recognized some individuals from Cats on the poster and how her mom was on the show in the 60s. ,1,[26.54625845800001],[26.546260957999948],,,,,,,,950.2556911250003,950.2634682910002,950.2634682910002,950.2634682910002,951.2892241250001,1,[1.032805250000365],[1.0328079590003654],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_35_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_020_of_116_0.wav,Who put that there Oh No is that what I said Yes that was it I have no idea why it doesn't even make sense Who put that there How stupid I just couldn't think of anything else They laughed though I think they laughed Maybe they gasped in horror No they definitely laughed when I said that They gasped when I fell that's what it was Was it a gasp of disgust were they merely expressing concern for my safety I can't remember,What does the narrator wonder about the audience's reaction?,A. Whether they laughed or gasped,B. Whether they cried or screamed,C. Whether they left the play,D. Whether they were distracted,A. Whether they laughed or gasped,no,11.04375,,,,,0,18,18,18,992.634014791,,,,,,,,,,,,994.60874775,994.6245738746668,994.6254536660003,1005.659267041,1005.6712245000003,1005.6824435829999,1005.691998583,1005.691998583,1034.3275399580002,She was questioning whether they gasped in concern for her safety. She was also concerned when she said "Who put that there?",1,[28.643474459000117],[28.64347733400018],,,,,,,,992.625543875,992.634014791,992.634014791,992.634014791,994.6085611660001,1,[1.9810775410001042],[1.9810800830000517],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_147_condition-3-5x.wav,Someday__Someday__Maybe__Unabridged___File_092_of_116_5.wav,"It's the perfect thing to say, and I lean my head on his shoulder, grateful not to have to explain myself further. My cousin Katie makes her way across the dance floor, hand in hand with her new husband. She's still in her wedding gown but has traded her heels for high-top sneakers, more comfortable for dancing. She hugs everyone as she passes, and her groom shakes hands, and sometimes they join in to dance with some of the couples on the floor. When she spots me, she leaves his side for a moment, reaching out to grab my hand and putting her arm around Dan.",What is cousin Katie wearing?,A. Sneakers,B. High heels,C. Loafers,D. Sandals,A. Sneakers,yes,10.12971875,,,,,0,19,19,19,1034.3362820830002,,,,,,,,,,,,1037.7108615830002,1037.7265969166667,1037.7267832910002,1047.854819708,1047.858883541,1047.88040025,1047.8916999580001,1047.8916999580001,1073.4630966250002,Something about a groom and how one of her friends tries to put her arm around Dan.,1,[25.578802791999806],[25.57880641699967],,,,,,,,1034.3278651660003,1034.3362820830002,1034.3362820830002,1034.3362820830002,1037.7106707500002,1,[3.380854291000105],[3.3808570000001055],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_94_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_041_of_116_1.wav,He doesn't say anything so I feel obligated to keep going It's as if I'm not driving this train anymore I'm just holding on trying not to crash completely I've always loved the theater I say Thank God It isn't original but it's TRUE at least My dad would take me when I was a kid to whatever little show was playing in our town in Connecticut and we'd also see most of what was in New Haven and sometimes we'd come into the city and it wasn't just theater It was ballet and music and modern dance too I pause,What is the narrator's childhood connection to the theater?,A. She used to perform in school plays,B. Her father would take her to various shows,C. She always dreamed of becoming an actor,D. She was part of a local theater group,B. Her father would take her to various shows,no,7.4825,,,,,0,20,20,20,1073.4708137080002,,,,,,,,,,,,1114.3008335,1114.316507291667,1114.3146552910002,1121.7916222910003,1121.800758166,1121.81116475,1121.8195839160003,1121.8195839160003,1135.232816875,She said "Thank god" and then paused. ,1,[13.420120499999939],[13.420123709000109],,,,,,,,1073.4634287910003,1073.4708137080002,1073.4708137080002,1073.4708137080002,1114.300630833,1,[40.83648075000019],[40.83648337500017],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
