index,wav_file,old_name,segment_text,question,C1,C2,C3,C4,C_correct,summary,duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,sum_true.thisRepN,sum_true.thisTrialN,sum_true.thisN,sum_true.thisIndex,dummy_loop.thisRepN,dummy_loop.thisTrialN,dummy_loop.thisN,dummy_loop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,sum_true_exp.thisRepN,sum_true_exp.thisTrialN,sum_true_exp.thisN,sum_true_exp.thisIndex,dummy_loop_exp.thisRepN,dummy_loop_exp.thisTrialN,dummy_loop_exp.thisN,dummy_loop_exp.thisIndex,thisRow.t,notes,Instructions.started,Instructions.stopped,Start_Segment_Train.started,Play_train.started,Trial_counter_train.started,text_5.started,Start_Segment_Train.stopped,Play_train.numClicks,Play_train.timesOn,Play_train.timesOff,Training_Segment.started,Experimen_audio.started,polygon.started,polygon.stopped,Training_Segment.stopped,Rating.started,slider.started,text_3.started,button_2.started,Rating.stopped,slider.response,slider.rt,button_2.numClicks,button_2.timesOn,button_2.timesOff,Start_Summary.started,text_2.started,Start_Summary.stopped,summary_button.numClicks,summary_button.timesOn,summary_button.timesOff,skip_button.numClicks,skip_button.timesOn,skip_button.timesOff,Summary.started,textbox.started,Summary.stopped,textbox.text,Multiple_Choice_2.started,Multiple_Choice_2.stopped,A.numClicks,A.timesOn,A.timesOff,B.numClicks,B.timesOn,B.timesOff,C.numClicks,C.timesOn,C.timesOff,D.numClicks,D.timesOn,D.timesOff,textbox.stopped,Start_Exp.started,Start_exp.started,Start.started,Start_Exp.stopped,Start.numClicks,Start.timesOn,Start.timesOff,Start_Segment.started,Play.started,Trial_counter.started,text_6.started,Start_Segment.stopped,Play.numClicks,Play.timesOn,Play.timesOff,Start_Sum_Exp.started,text_4.started,summary_button_exp.started,skip_button_exp.started,Start_Sum_Exp.stopped,summary_button_exp.numClicks,summary_button_exp.timesOn,summary_button_exp.timesOff,skip_button_exp.numClicks,skip_button_exp.timesOn,skip_button_exp.timesOff,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,Someday_119_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_053_of_116_1.wav,But when did you start doing this I didn't see any of it in the fridge Yeah no that's the best part You don't have to refrigerate it It comes in a box It's freeze dried in a package and you just take it out and soak it You soak it It sounds weird I know but it's actually very convenient because you can take it anywhere you know on the go Why can't you just eat actual healthy food the kind that doesn't require soaking Well obviously because I can't be trusted to control myself This teaches you portion control,Why does the narrator prefer soaked food?,A. Because it helps with portion control,B. Because it tastes good,C. Becauseit is cheap,D. Because the friend likes it,A. Because it helps with portion control,yes,12.551875,,,,,,,,,,,,,0,2,2,2,0,0,0,0,0,0,0,0,308.5030163749998,,,,,,,,,,,,291.5263547079999,291.5423179576667,291.54386479100003,304.10235112500004,304.10409812499984,304.12582437499987,304.3646451659997,304.3646451659997,305.761893375,306.59667358299976,8.666666666666668,1.6091733339999337,1,[0.8438311670001895],[0.8438336250001157],,,,,,,,,,308.4938888329998,308.5030163749998,323.48725650000006,soaking food and the person is wondering why it can't be healthier but it's good for portion control ,,,,,,,,,,,,,,,323.5061989579999,,,,,,,,289.16245654099976,289.1688641659998,289.1688641659998,289.1688641659998,291.5261533749999,1,[2.363233332999698],[2.363235999999688],306.59718666599974,306.60364741600006,306.60364741600006,306.60364741600006,308.4930990409998,1,[1.8951714169998013],[1.8951746249999815],0,,,p_3,001,2024-03-11_13h22.04.588,speech_rate,2023.2.3,None,2024-03-11 13h28.11.640394 -0700,
,Someday_119_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_053_of_116_1.wav,But when did you start doing this I didn't see any of it in the fridge Yeah no that's the best part You don't have to refrigerate it It comes in a box It's freeze dried in a package and you just take it out and soak it You soak it It sounds weird I know but it's actually very convenient because you can take it anywhere you know on the go Why can't you just eat actual healthy food the kind that doesn't require soaking Well obviously because I can't be trusted to control myself This teaches you portion control,Why does the narrator prefer soaked food?,A. Because it helps with portion control,B. Because it tastes good,C. Becauseit is cheap,D. Because the friend likes it,A. Because it helps with portion control,yes,12.551875,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_3,001,2024-03-11_13h22.04.588,speech_rate,2023.2.3,None,2024-03-11 13h28.11.640394 -0700,
,Someday_119_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_053_of_116_1.wav,But when did you start doing this I didn't see any of it in the fridge Yeah no that's the best part You don't have to refrigerate it It comes in a box It's freeze dried in a package and you just take it out and soak it You soak it It sounds weird I know but it's actually very convenient because you can take it anywhere you know on the go Why can't you just eat actual healthy food the kind that doesn't require soaking Well obviously because I can't be trusted to control myself This teaches you portion control,Why does the narrator prefer soaked food?,A. Because it helps with portion control,B. Because it tastes good,C. Becauseit is cheap,D. Because the friend likes it,A. Because it helps with portion control,yes,12.551875,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.4875153329999,325.79714516600006,1,2.300408542000241,2.3004111250002097,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_3,001,2024-03-11_13h22.04.588,speech_rate,2023.2.3,None,2024-03-11 13h28.11.640394 -0700,
,Someday_78_condition.wav,Someday__Someday__Maybe__Unabridged___File_036_of_116_0.wav,And I would like to help you get started So he claps his hands together once for emphasis as if he's just pulled a rabbit out of his hat and wants to make sure the audience sees it I'm stunned He just said he wants to work with me I thought it would be so much harder to get anyone in the professional world to say that ever An actual real life agent wants to represent me I don't have to do this alone I'm shocked What is that,What is the narrator's reaction to the agent's offer?,A. She is excited and grateful,B. She is stunned,C. She is uninterested in the offer,D. She expected the offer,B. She is stunned,no,28.12,,,,,,,,,,,,,0,3,3,3,,,,,,,,,325.8053285000001,,,,,,,,,,,,328.2105390409997,328.24322216633345,328.242163291,356.3718153330001,356.37313745799975,356.3945981249999,356.6242306250001,356.6242306250001,357.82382158300015,358.5348225829998,9.975,1.4043867499999578,1,[0.7202406249998603],[0.7202431670002625],,,,,,,,,,,,,,358.5352792909998,361.07919970800003,0,,,1,2.5349535000000287,2.5349559999999656,0,,,0,,,,,,,,,,,325.79767887499975,325.8053285000001,325.8053285000001,325.8053285000001,328.21034633299996,1,[2.4109215409998797],[2.410924290999901],,,,,,,,,,,,p_3,001,2024-03-11_13h22.04.588,speech_rate,2023.2.3,None,2024-03-11 13h28.11.640394 -0700,
,Someday_52_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_026_of_116_0.wav,She takes a deep breath and narrows her eyes and says slowly and deliberately I won't until I get something on my favorite show Law and Order You've never been on Law and Order I say surprised but you're perfect for it I know I'm even Irish and Italian Who knows cops and criminals better So why You haven't auditioned for them or People known for being on the most ridiculed talking animals show of the last decade sometimes have a hard time being taken seriously,What show does Dina want to get a role on?,A. "Law and Order",B. "There's Pierre",C. The talking animals show,D. A show about Irish and Italian people,A. "Law and Order",no,7.215,,,,,,,,,,,,,0,4,4,4,,,,,,,,,361.08673337499977,,,,,,,,,,,,363.7292172909997,363.74523112466636,363.7421455409999,370.9560510000001,370.96629666599983,370.9774860829998,371.18179787500003,371.18179787500003,372.5403189999997,373.5799659579998,2.166666666666667,1.9631212919998688,1,[1.0495737080000254],[1.04957608299992],,,,,,,,,,,,,,373.58043233299986,384.509288833,1,10.918555792000006,10.918558708999626,0,,,0,,,0,,,,,,,,,,,361.0796450409998,361.08673337499977,361.08673337499977,361.08673337499977,363.7290317080001,1,[2.6477344580002864],[2.647736917000202],,,,,,,,,,,,p_3,001,2024-03-11_13h22.04.588,speech_rate,2023.2.3,None,2024-03-11 13h28.11.640394 -0700,
,Someday_75_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_035_of_116_3.wav,He doesn't have the greatest sense of his own volume He never raises his voice to people intentionally but he's always loud He says volume is his trademark and the community respects him for it Francis Banks he says again Great name a classic You can bank on banks I can see the headline in the Hollywood Reporter He takes a deep rattly breath which he seems to have to do any time he strings more than two sentences together His breathing is labored and like his voice astonishingly loud A classy name for a classy gal Look at you,How is Barney Sparks' sense of volume described?,A. Quiet and reserved,B. Loud and unintentional,C. Moderate and controlled,D. Variable and unpredictable,B. Loud and unintentional,no,14.249375,,,,,,,,,,,,,0,5,5,5,,,,,,,,,384.52273916600006,,,,,,,,,,,,386.9972493330001,387.0132583746665,387.0182177500001,401.2606712080001,401.27519433299994,401.29650025,401.498507625,401.498507625,403.3923789579999,403.8970811250001,6.6,2.0713317499998993,1,[0.5137871670003733],[0.5137895000002572],,,,,,,,,,,,,,403.89751024999987,408.23434987500013,0,,,1,4.327257625000129,4.327260500000193,0,,,0,,,,,,,,,,,384.5098308329998,384.52273916600006,384.52273916600006,384.52273916600006,386.997046166,1,[2.4867823749996205],[2.4867850419996103],,,,,,,,,,,,p_3,001,2024-03-11_13h22.04.588,speech_rate,2023.2.3,None,2024-03-11 13h28.11.640394 -0700,
,Someday_97_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_043_of_116_0.wav,Yes Aren't you going to ask me about my show What Yes I'm sorry tell me Well I'm pretty excited actually I just got booked to do my one man show Insights in the basement of Hooligans Hooligans that's great Where is that again You know the Irish bar on Second Avenue it has the basement where Claudia did her poetry reading Oh yeah that Hooligans yeah such a great space,Where will the one-man show be performed?,A. In a theater on Broadway,B. In the basement of an Irish bar,C. At Claudia's poetry reading,D. In a small town in Connecticut,B. In the basement of an Irish bar,no,10.8,,,,,,,,,,,,,0,6,6,6,,,,,,,,,408.24272729099994,,,,,,,,,,,,410.46522966600014,410.48125683266676,410.48273066599995,421.27587245799987,421.29354116600007,421.3048390409999,421.5116606659999,421.5116606659999,423.02592779099996,423.64916700000003,7.075,1.696226917000331,1,[0.6329503329998261],[0.6329527499997312],,,,,,,,,,,,,,423.6496296659998,425.961808,0,,,1,2.303012458000012,2.3030157499997586,0,,,0,,,,,,,,,,,408.23487420799984,408.24272729099994,408.24272729099994,408.24272729099994,410.46504275000007,1,[2.2282052499999736],[2.228207832999942],,,,,,,,,,,,p_3,001,2024-03-11_13h22.04.588,speech_rate,2023.2.3,None,2024-03-11 13h28.11.640394 -0700,
,Someday_74_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_035_of_116_2.wav,Barney wears a light blue sport coat and has thick white hair cropped very close to his head The whole place smells like cigar smoke and dust but there's something comforting about it I'm afraid my nervousness is obvious especially when I discover that the only way to sit in the one huge armchair opposite his desk is to sink into it and be swallowed I fight the chair for a minute trying to perch daintily on the edge and then give up and sit back which at least might make me look relaxed Francis Banks Barney Bellows,What is Barney Sparks wearing when the main character meets him?,A. A black tuxedo,B. A light blue sport coat,C. A red sweater,D. A white lab coat,B. A light blue sport coat,no,14.87,,,,,,,,,,,,,0,7,7,7,,,,,,,,,425.97533891600006,,,,,,,,,,,,428.1346900829999,428.1507083746667,428.15439549999974,443.02692345800006,443.0294577909999,443.0400486660001,443.2438805409997,443.2438805409997,444.69254275000003,446.082634416,8.266666666666666,1.62361541700011,1,[1.4037226659997941],[1.4037249580001117],,,,,,,,,,,,,,446.0830501659998,452.2680982500001,0,,,1,6.1772907500003384,6.177293916000053,0,,,0,,,,,,,,,,,425.9623630410001,425.97533891600006,425.97533891600006,425.97533891600006,428.13449845800005,1,[2.1700762499999655],[2.1700787909999235],,,,,,,,,,,,p_3,001,2024-03-11_13h22.04.588,speech_rate,2023.2.3,None,2024-03-11 13h28.11.640394 -0700,
,Someday_44_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_024_of_116_0.wav,It's such a talent to be able to make people laugh but God forbid you end up on something joyless and soul crushing like that show with all the nurses Hello New York The first person I spot outside the theater is Dina smoking with a few other classmates Dina is one of the older members of our class in her 40s maybe and is still sort of famous from a show she did in the 80s called There's Pierre which I remember watching all the time growing up but she never mentions it so I don't either,What show does the narrator consider joyless and soul-crushing?,A. A show about nurses,B. A show called "Hello New York",C. A show from the 80s,D. A show with Dina,A. A show about nurses,no,13.09875,,,,,,,,,,,,,0,8,8,8,,,,,,,,,452.2758516660001,,,,,,,,,,,,454.617405083,454.6334281246666,454.63569158300015,467.728030708,467.733735625,467.7443517910001,467.94867554099983,467.94867554099983,469.36185929099975,469.9238928750001,9.075,1.5928319170002396,1,[0.5717863329996362],[0.5717885409999326],,,,,,,,,,,,,,469.92433595800003,473.5352201659998,1,3.6006642500001362,3.6006665840000096,0,,,0,,,0,,,,,,,,,,,452.26854170800016,452.2758516660001,452.2758516660001,452.2758516660001,454.61721758299973,1,[2.348283750000064],[2.3482863750000433],,,,,,,,,,,,p_3,001,2024-03-11_13h22.04.588,speech_rate,2023.2.3,None,2024-03-11 13h28.11.640394 -0700,
,Someday_57_condition.wav,Someday__Someday__Maybe__Unabridged___File_027_of_116_5.wav,I imagine being in the cast of that show and having to listen to people talk about the chandelier as their favorite part I don't know how to respond Then I remember that Everett said she had a meeting the next day I uh just found out tonight actually that I'm going to have some meetings with agents I say trying to bridge the gap Oh meetings she says like some people might say Oh ice cream or oh free diamonds Yep I'm going to have two of them actually,What does the narrator fantasize about while talking to Everett?,A. Being a famous actress,B. Being in the cast of a show,C. Traveling the world,D. Writing a novel,B. Being in the cast of a show,no,28.89996875,,,,,,,,,,,,,0,9,9,9,,,,,,,,,473.5437365829998,,,,,,,,,,,,475.166976083,475.21592783299985,475.20604925,504.10262729099986,504.11751812500006,504.1389170409998,504.350299791,504.350299791,505.84878254099976,506.48524895799983,9.875,1.6851148339997053,1,[0.6456337079998775],[0.6456361249997826],,,,,,,,,,,,,,506.48569391599995,511.8207887499998,1,5.326443709000159,5.3264461670000856,0,,,0,,,0,,,,,,,,,,,473.53566083299984,473.5437365829998,473.5437365829998,473.5437365829998,475.166746333,1,[1.6294166249999762],[1.6294193749999977],,,,,,,,,,,,p_3,001,2024-03-11_13h22.04.588,speech_rate,2023.2.3,None,2024-03-11 13h28.11.640394 -0700,
