index,wav_file,old_name,segment_text,question,C1,C2,C3,C4,C_correct,summary,duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,sum_true.thisRepN,sum_true.thisTrialN,sum_true.thisN,sum_true.thisIndex,dummy_loop.thisRepN,dummy_loop.thisTrialN,dummy_loop.thisN,dummy_loop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,sum_true_exp.thisRepN,sum_true_exp.thisTrialN,sum_true_exp.thisN,sum_true_exp.thisIndex,dummy_loop_exp.thisRepN,dummy_loop_exp.thisTrialN,dummy_loop_exp.thisN,dummy_loop_exp.thisIndex,thisRow.t,notes,Instructions.started,Instructions.stopped,Start_Segment_Train.started,Play_train.started,Trial_counter_train.started,text_5.started,Start_Segment_Train.stopped,Play_train.numClicks,Play_train.timesOn,Play_train.timesOff,Training_Segment.started,Experimen_audio.started,polygon.started,polygon.stopped,Training_Segment.stopped,Rating.started,slider.started,text_3.started,button_2.started,Rating.stopped,slider.response,slider.rt,button_2.numClicks,button_2.timesOn,button_2.timesOff,Start_Summary.started,text_2.started,Start_Summary.stopped,summary_button.numClicks,summary_button.timesOn,summary_button.timesOff,skip_button.numClicks,skip_button.timesOn,skip_button.timesOff,Summary.started,textbox.started,Summary.stopped,textbox.text,Multiple_Choice_2.started,Multiple_Choice_2.stopped,A.numClicks,A.timesOn,A.timesOff,B.numClicks,B.timesOn,B.timesOff,C.numClicks,C.timesOn,C.timesOff,D.numClicks,D.timesOn,D.timesOff,textbox.stopped,Start_Exp.started,Start_exp.started,Start.started,Start_Exp.stopped,Start.numClicks,Start.timesOn,Start.timesOff,Start_Segment.started,Play.started,Trial_counter.started,text_6.started,Start_Segment.stopped,Play.numClicks,Play.timesOn,Play.timesOff,Start_Sum_Exp.started,text_4.started,summary_button_exp.started,skip_button_exp.started,Start_Sum_Exp.stopped,summary_button_exp.numClicks,summary_button_exp.timesOn,summary_button_exp.timesOff,skip_button_exp.numClicks,skip_button_exp.timesOn,skip_button_exp.timesOff,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,Someday_10_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_008_of_116_2.wav,I've worn this combination so many times before that today my all black outfit feels a little boring a little blah What would Jane do I think to myself and pull a chunky brown leather belt from the top shelf of the closet slinging it low around my hips Finally taking weather and product into consideration I take the top part of my hair and tie it into a small black velvet scrunchie on top of my head The phone begins to ring from its place on the landing between my room and Jane's Hi Dad,What does the narrator wear to their class after the audition?,A. A black dress,B. A white t-shirt,C. A red skirt,D. A brown leather belt,D. A brown leather belt,no,10.8675,,,,,,,,,,,,,0,4,4,4,,,,,,,,,403.94248741699994,,,,,,,,,,,,405.232893417,405.24859954166845,405.24972875000094,416.14709679200314,416.1184325830036,416.1394940829996,416.34721858300327,416.34721858300327,420.73451654199744,421.9067919579975,9.308333333333334,4.570032707997598,1,[1.181795417003741],[1.1817975000012666],,,,,,,,,,,,,,421.90721833299904,427.70290770800057,0,,,0,,,0,,,1,5.787629083002685,5.7876315000030445,,,,,,,,,403.93609904200275,403.94248741699994,403.94248741699994,403.94248741699994,405.2326961669969,1,[1.2949924999993527],[1.2949952499984647],,,,,,,,,,,,p_2,001,2024-03-08_14h54.33.724,speech_rate,2023.2.3,None,2024-03-08 14h54.48.712842 -0800,
,Someday_142_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_088_of_116_2.wav,"Metro North is on strike. So I can't take the train I have no wallet. No driver's license. I can't pick up the rental car Two nights ago on the way home from James's I arrived at our front door Just as our downstairs neighbor was leaving and Dan and Jane were home with the door to our place already open So it wasn't until I went to get bagels the next morning that I realized in my rush to leave I forgot my purse at James's apartment. I left him a message, but he must have already taken off for Los Angeles",Where dd the narrator forget her purse?,A. In the subway,B. In James's apartment,C. In the acting school,D. In the cab,B. In James's apartment,yes,6.81178125,,,,,,,,,,,,,0,5,5,5,0,0,0,0,0,0,0,0,445.4463806249987,,,,,,,,,,,,430.0336164170003,430.0467499166664,430.0480996249971,436.8636583330008,436.86496674999944,436.87622204200306,437.08168433300307,437.08168433300307,442.2954088749975,443.4516474580014,5.458333333333333,5.391718792001484,1,[1.1687923329955083],[1.1687948329999927],,,,,,,,,,445.42155400000047,445.4463806249987,460.4309057080027,"wallet, los angeles, leaving, forgot something",,,,,,,,,,,,,,,,,,,,,,,427.7033470419992,427.7113949170016,427.7113949170016,427.7113949170016,430.03337808299693,1,[2.329603917001805],[2.329608667001594],443.45213866700215,443.4619430419989,443.4619430419989,443.4619430419989,445.4208805829985,1,[1.9675554170025862],[1.9675581250048708],0,,,p_2,001,2024-03-08_14h54.33.724,speech_rate,2023.2.3,None,2024-03-08 14h54.48.712842 -0800,
,Someday_142_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_088_of_116_2.wav,"Metro North is on strike. So I can't take the train I have no wallet. No driver's license. I can't pick up the rental car Two nights ago on the way home from James's I arrived at our front door Just as our downstairs neighbor was leaving and Dan and Jane were home with the door to our place already open So it wasn't until I went to get bagels the next morning that I realized in my rush to leave I forgot my purse at James's apartment. I left him a message, but he must have already taken off for Los Angeles",Where dd the narrator forget her purse?,A. In the subway,B. In James's apartment,C. In the acting school,D. In the cab,B. In James's apartment,yes,6.81178125,,,,,,,,,,,,,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_2,001,2024-03-08_14h54.33.724,speech_rate,2023.2.3,None,2024-03-08 14h54.48.712842 -0800,
,Someday_142_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_088_of_116_2.wav,"Metro North is on strike. So I can't take the train I have no wallet. No driver's license. I can't pick up the rental car Two nights ago on the way home from James's I arrived at our front door Just as our downstairs neighbor was leaving and Dan and Jane were home with the door to our place already open So it wasn't until I went to get bagels the next morning that I realized in my rush to leave I forgot my purse at James's apartment. I left him a message, but he must have already taken off for Los Angeles",Where dd the narrator forget her purse?,A. In the subway,B. In James's apartment,C. In the acting school,D. In the cab,B. In James's apartment,yes,6.81178125,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.4311108330003,466.6387439579994,0,,,1,6.198631792001834,6.198634416999994,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_2,001,2024-03-08_14h54.33.724,speech_rate,2023.2.3,None,2024-03-08 14h54.48.712842 -0800,
,Someday_108_condition.wav,Someday__Someday__Maybe__Unabridged___File_048_of_116_1.wav,Clothes that have to be dry cleaned are already the most expensive clothes Then it's like they're charging you another 3 every time you wear them Regular clothes charge money to clean them if we're looking at it that way Regular laundry costs money too but not as much And you can do regular laundry yourself Dry cleaning is like the secret society you're not allowed into No matter what you're at their mercy You can have a PhD in anything but you still can't dry clean your own clothes They'll never tell you how No one's ever even seen what the machine looks like,What is the narrator's opinion about dry cleaning?,A. It's less expensive than regular laundry,B. It's a secret society with hidden machines,C. It's environmentally friendly,D. It's a simple and accessible process,B. It's a secret society with hidden machines,no,28.62003125,,,,,,,,,,,,,0,6,6,6,,,,,,,,,466.6460274170022,,,,,,,,,,,,468.76983320800355,468.8021655833368,468.80301358299766,497.433830791997,497.4350481250003,497.45644616700156,497.70016683299764,497.70016683299764,499.49203845800366,500.10449716699804,10.0,2.0097255000000587,1,[0.6211761250015115],[0.6211784589977469],,,,,,,,,,,,,,500.1049369169996,506.3243845420002,0,,,1,6.2099627909992705,6.209965290996479,0,,,0,,,,,,,,,,,466.63917895800114,466.6460274170022,466.6460274170022,466.6460274170022,468.7696300000025,1,[2.1288334999990184],[2.128836167001282],,,,,,,,,,,,p_2,001,2024-03-08_14h54.33.724,speech_rate,2023.2.3,None,2024-03-08 14h54.48.712842 -0800,
,Someday_145_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_092_of_116_2.wav,"Actually, it's just Franny, I say, and my voice sounds strangely cold. Of course, so sorry, I knew that. I guess I'm a little nervous to finally meet you, she admits shyly, and my father gazes at her, delighted. Dinner arrives and I finally manage to sputter out a few sentences as I pick at my burger. The Finnegans always have a barbecue instead of a caterer, and usually I love how homey and informal and comforting the food is, but tonight I've lost my appetite.",What do the Finnegans prefer over a caterer?,A. A home cooked meal,B. Ordering take out,C. A potluck,D. A barbecue,D. A barbecue,yes,13.5599375,,,,,,,,,,,,,0,7,7,7,0,0,0,0,0,0,0,0,530.3501644999997,,,,,,,,,,,,507.27383637500316,507.2899062086692,507.2948927079997,520.8740598329969,520.8552330419989,520.8664906670019,521.0723435830005,521.0723435830005,524.2504038330007,526.3893640419992,9.641666666666667,3.344056667003315,1,[2.164139749998867],[2.1641419579973444],,,,,,,,,,530.3409891670017,530.3501644999997,545.3365491250006,"homey food, tonight she lost her appetite, catering",,,,,,,,,,,,,,,545.355163082997,,,,,,,,506.32481683300284,506.33162287499727,506.33162287499727,506.33162287499727,507.273655625002,1,[0.9472247910016449],[0.9472274159998051],526.3898522500021,526.4000767920006,526.4000767920006,526.4000767920006,530.3402657499973,1,[3.949715709000884],[3.949718584000948],0,,,p_2,001,2024-03-08_14h54.33.724,speech_rate,2023.2.3,None,2024-03-08 14h54.48.712842 -0800,
,Someday_145_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_092_of_116_2.wav,"Actually, it's just Franny, I say, and my voice sounds strangely cold. Of course, so sorry, I knew that. I guess I'm a little nervous to finally meet you, she admits shyly, and my father gazes at her, delighted. Dinner arrives and I finally manage to sputter out a few sentences as I pick at my burger. The Finnegans always have a barbecue instead of a caterer, and usually I love how homey and informal and comforting the food is, but tonight I've lost my appetite.",What do the Finnegans prefer over a caterer?,A. A home cooked meal,B. Ordering take out,C. A potluck,D. A barbecue,D. A barbecue,yes,13.5599375,,,,,,,,,,,,,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_2,001,2024-03-08_14h54.33.724,speech_rate,2023.2.3,None,2024-03-08 14h54.48.712842 -0800,
,Someday_145_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_092_of_116_2.wav,"Actually, it's just Franny, I say, and my voice sounds strangely cold. Of course, so sorry, I knew that. I guess I'm a little nervous to finally meet you, she admits shyly, and my father gazes at her, delighted. Dinner arrives and I finally manage to sputter out a few sentences as I pick at my burger. The Finnegans always have a barbecue instead of a caterer, and usually I love how homey and informal and comforting the food is, but tonight I've lost my appetite.",What do the Finnegans prefer over a caterer?,A. A home cooked meal,B. Ordering take out,C. A potluck,D. A barbecue,D. A barbecue,yes,13.5599375,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.3367548329988,556.5800892080006,1,11.23391874999652,11.233921457998804,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_2,001,2024-03-08_14h54.33.724,speech_rate,2023.2.3,None,2024-03-08 14h54.48.712842 -0800,
,Someday_64_condition.wav,Someday__Someday__Maybe__Unabridged___File_031_of_116_0.wav,The traffic isn't too bad yet and the sun is still low in the sky I pass a few trucks parked on 72nd flanked by orange cones and signs stapled to the electrical poles that say no parking permit to film This must be the shoot my shoot A stocky girl is standing on the corner by the trucks wearing a giant fur hat with ear flaps and speaking into a walkie talkie Hi excuse me I say What is this for Mayonnaise commercial she says gruffly I'm in the wrong place,What is happening on 72nd street?,A. A traffic jam,B. A film shoot,C. A parade,D. A protest,B. A film shoot,no,28.75996875,,,,,,,,,,,,,0,8,8,8,,,,,,,,,556.6025653749966,,,,,,,,,,,,558.5266597500013,558.5593783753361,558.5600370829998,587.3222397499994,587.3236262499995,587.3452785830013,587.5885022080038,587.5885022080038,589.6702965419972,590.1592915419969,10,2.285315291999723,1,[0.5141615839966107],[0.5141638339991914],,,,,,,,,,,,,,590.1597291669968,593.2457128329988,0,,,1,3.0787115419952897,3.0787140839966014,0,,,0,,,,,,,,,,,556.5806177920022,556.6025653749966,556.6025653749966,556.6025653749966,558.5264732919968,1,[1.9454578750010114],[1.9454604580023442],,,,,,,,,,,,p_2,001,2024-03-08_14h54.33.724,speech_rate,2023.2.3,None,2024-03-08 14h54.48.712842 -0800,
,Someday_19_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_012_of_116_0.wav,No I'll push it his sister says giving him a little shove It's my callback The little boy shrinks back from the elevator buttons and I smile sympathetically at their mom but she seems mesmerized by a spot somewhere north of the top of my head so I decide to take a sudden interest in the laces of my shoes and endure the rest of the long creaky ride in silence Even in the best of elevators I think there's no place where time passes so slowly,Where is the narrator?,A. In an audition,B. In a kindergarden,C. In an elevator,D. In a parents meeting,C. In an elevator,no,10.46625,,,,,,,,,,,,,0,9,9,9,,,,,,,,,593.2532966250001,,,,,,,,,,,,594.3976009999969,594.4135536666693,594.4132312500005,604.8900484170008,604.8912118750013,604.902416500001,605.1091595000034,605.1091595000034,607.6047608329973,608.1277956670019,9.816666666666666,2.6790974579998874,1,[0.5317914999977802],[0.5317939999949886],,,,,,,,,,,,,,608.128212333002,610.0636270000032,0,,,0,,,1,1.928210375001072,1.9282129159983015,0,,,,,,,,,,,593.2461361669993,593.2532966250001,593.2532966250001,593.2532966250001,594.3974146249966,1,[1.149650916995597],[1.149654124994413],,,,,,,,,,,,p_2,001,2024-03-08_14h54.33.724,speech_rate,2023.2.3,None,2024-03-08 14h54.48.712842 -0800,
