index,wav_file,old_name,segment_text,question,C1,C2,C3,C4,C_correct,summary,duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,sum_true.thisRepN,sum_true.thisTrialN,sum_true.thisN,sum_true.thisIndex,dummy_loop.thisRepN,dummy_loop.thisTrialN,dummy_loop.thisN,dummy_loop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,sum_true_exp.thisRepN,sum_true_exp.thisTrialN,sum_true_exp.thisN,sum_true_exp.thisIndex,dummy_loop_exp.thisRepN,dummy_loop_exp.thisTrialN,dummy_loop_exp.thisN,dummy_loop_exp.thisIndex,thisRow.t,notes,Experimenter.started,reminder.started,Experimenter.stopped,Instructions.started,Instructions.stopped,Start_Segment_Train.started,Play_train.started,Trial_counter_train.started,text_5.started,Start_Segment_Train.stopped,Play_train.numClicks,Play_train.timesOn,Play_train.timesOff,Training_Segment.started,Experimen_audio.started,polygon.started,polygon.stopped,Training_Segment.stopped,Rating.started,slider.started,text_3.started,button_2.started,Rating.stopped,slider.response,slider.rt,button_2.numClicks,button_2.timesOn,button_2.timesOff,Start_Summary.started,text_2.started,Start_Summary.stopped,summary_button.numClicks,summary_button.timesOn,summary_button.timesOff,Summary.started,textbox.started,summary_done.started,Summary.stopped,textbox.text,summary_done.numClicks,summary_done.timesOn,summary_done.timesOff,Multiple_Choice_2.started,Multiple_Choice_2.stopped,A.numClicks,A.timesOn,A.timesOff,B.numClicks,B.timesOn,B.timesOff,C.numClicks,C.timesOn,C.timesOff,D.numClicks,D.timesOn,D.timesOff,textbox.stopped,summary_done.stopped,Start_Exp.started,Start_exp.started,Start.started,Start_Exp.stopped,Start.numClicks,Start.timesOn,Start.timesOff,Start_Segment.started,Play.started,Trial_counter.started,text_6.started,Start_Segment.stopped,Play.numClicks,Play.timesOn,Play.timesOff,Start_Sum_Exp.started,text_4.started,Start_Sum_Exp.stopped,sum_button.numClicks,sum_button.timesOn,sum_button.timesOff,Thanks.started,text_7.started,text_7.stopped,Thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,Someday_113_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_050_of_116_0.wav,She lives I think I need a manager Why do you need a manager I thought you just got an agent I did but they aren't getting me any auditions If you have no auditions what's there to manage A manager would help me get auditions How could a manager do that when the agents can't Well managers have fewer people so they can focus just on you And why do you have an agent at all Why not just have a manager You have to have an agent They're the only ones allowed to negotiate contracts Agents are franchised managers aren't,Why does the narrator want to get a manager?,A. To help negotiate contracts,B. To get auditions,C. Because agents are expensive,D. To manage the finances,B. To get auditions,yes,5.604,,,,,,,,,,,,,0,2,2,2,0,0,0,0,0,0,0,0,441.093554542,,,,,,,,,,,,,,,429.695761083,429.7113549586670,429.70842712500000,435.30131300000000,435.31715462500000,435.3284509580000,435.59063975000000,435.59063975000000,438.043888833,439.084999208,1.2166666666666700,2.6876204169999500,1,[1.0513715419999698],[1.0513739589999886],,,,,,,441.081885875,441.093554542,441.093554542,451.336939667,what am I supposed to do,1,[10.251808666999978],[10.251811750000002],,,,,,,,,,,,,,,,,,,,,,,,427.3191834170000,427.3260959170000,427.3260959170000,427.3260959170000,429.69550708300000,1,[2.375012624999954],[2.375015416999986],439.08553637500000,439.0944752500000,441.08106591700000,1,[1.994929958000057],[1.9949329160000389],,,,,p_2,1,2024-05-04_09h51.46.754,speech_rate,2023.2.3,None,2024-05-04 09h52.26.022892 -0700,
,Someday_113_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_050_of_116_0.wav,She lives I think I need a manager Why do you need a manager I thought you just got an agent I did but they aren't getting me any auditions If you have no auditions what's there to manage A manager would help me get auditions How could a manager do that when the agents can't Well managers have fewer people so they can focus just on you And why do you have an agent at all Why not just have a manager You have to have an agent They're the only ones allowed to negotiate contracts Agents are franchised managers aren't,Why does the narrator want to get a manager?,A. To help negotiate contracts,B. To get auditions,C. Because agents are expensive,D. To manage the finances,B. To get auditions,yes,5.604,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_2,1,2024-05-04_09h51.46.754,speech_rate,2023.2.3,None,2024-05-04 09h52.26.022892 -0700,
,Someday_113_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_050_of_116_0.wav,She lives I think I need a manager Why do you need a manager I thought you just got an agent I did but they aren't getting me any auditions If you have no auditions what's there to manage A manager would help me get auditions How could a manager do that when the agents can't Well managers have fewer people so they can focus just on you And why do you have an agent at all Why not just have a manager You have to have an agent They're the only ones allowed to negotiate contracts Agents are franchised managers aren't,Why does the narrator want to get a manager?,A. To help negotiate contracts,B. To get auditions,C. Because agents are expensive,D. To manage the finances,B. To get auditions,yes,5.604,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.337429542,453.514154167,0,,,1,2.1660839999999600,2.1660867919999900,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_2,1,2024-05-04_09h51.46.754,speech_rate,2023.2.3,None,2024-05-04 09h52.26.022892 -0700,
,Someday_65_condition.wav,Someday__Someday__Maybe__Unabridged___File_032_of_116_0.wav,From the minute I walk into the wardrobe fitting in a trailer near mine I'm confused There are two giant rolling racks one full of tan trousers one stuffed with 30 or 40 identical blue shirts Oh Are there are there more people coming I ask a harried looking woman nearby She looks at me as though I've said something strange what oh the racks No those are all for you But aren't these all the same pants I say laughing a little,What does the narrator find confusing in the wardrobe fitting?,A. The lack of clothing options,B. The number of people there,C. The presence of a harried woman,D. The identical blue shirts and tan trousers,D. The identical blue shirts and tan trousers,yes,28.03996875,,,,,,,,,,,,,0,3,3,3,0,0,0,0,0,0,0,0,489.8648863330000,,,,,,,,,,,,,,,455.133017417,455.1627701663330,455.162385042,483.2148955,483.216274,483.23773625,483.45513404200000,483.45513404200000,486.419979292,488.09828433300000,10,3.1574774999999100,1,[1.6876930839999886],[1.687695291999944],,,,,,,489.850665583,489.8648863330000,489.8648863330000,519.851135292,Someone seeing to sets of rags in two baskets. Someone speaks to her and asks if they are hers,0,,,,,,,,,,,,,,,,,519.870478625,519.870478625,,,,,,,,453.514718917,453.52099454200000,453.52099454200000,453.52099454200000,455.132750042,1,[1.6172563330000003],[1.6172613330001013],488.0988083750000,488.10348283300000,489.849903208,1,[1.7506982919999245],[1.7507013749999487],,,,,p_2,1,2024-05-04_09h51.46.754,speech_rate,2023.2.3,None,2024-05-04 09h52.26.022892 -0700,
,Someday_65_condition.wav,Someday__Someday__Maybe__Unabridged___File_032_of_116_0.wav,From the minute I walk into the wardrobe fitting in a trailer near mine I'm confused There are two giant rolling racks one full of tan trousers one stuffed with 30 or 40 identical blue shirts Oh Are there are there more people coming I ask a harried looking woman nearby She looks at me as though I've said something strange what oh the racks No those are all for you But aren't these all the same pants I say laughing a little,What does the narrator find confusing in the wardrobe fitting?,A. The lack of clothing options,B. The number of people there,C. The presence of a harried woman,D. The identical blue shirts and tan trousers,D. The identical blue shirts and tan trousers,yes,28.03996875,,,,,,,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_2,1,2024-05-04_09h51.46.754,speech_rate,2023.2.3,None,2024-05-04 09h52.26.022892 -0700,
,Someday_65_condition.wav,Someday__Someday__Maybe__Unabridged___File_032_of_116_0.wav,From the minute I walk into the wardrobe fitting in a trailer near mine I'm confused There are two giant rolling racks one full of tan trousers one stuffed with 30 or 40 identical blue shirts Oh Are there are there more people coming I ask a harried looking woman nearby She looks at me as though I've said something strange what oh the racks No those are all for you But aren't these all the same pants I say laughing a little,What does the narrator find confusing in the wardrobe fitting?,A. The lack of clothing options,B. The number of people there,C. The presence of a harried woman,D. The identical blue shirts and tan trousers,D. The identical blue shirts and tan trousers,yes,28.03996875,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.8516224580000,530.791763,0,,,1,10.929360375000000,10.929362959000200,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_2,1,2024-05-04_09h51.46.754,speech_rate,2023.2.3,None,2024-05-04 09h52.26.022892 -0700,
,Someday_105_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_047_of_116_1.wav,Like he was a person but from another planet or something But the longer I work for him the more I see he's just this guy this very unusually gorgeous extremely muscly guy who's sort of funny and sort of smart but who's a regular person who married the girl he dated in high school and doesn't seem to know how he got here He seems totally baffled by his success and he's always asking my opinion about things like his wardrobe or whatever And I'm wondering if he's forgotten I'm just the PA on my very first movie ever,What is the narrator's perception of the person she works for?,A. He's like a person from another planet,B. He's extremely muscly and smart,C. He's very confident and self-assured,D. He's just a regular person baffled by his success,D. He's just a regular person baffled by his success,no,11.1975,,,,,,,,,,,,,0,4,4,4,,,,,,,,,530.799342,,,,,,,,,,,,,,,533.1518329580000,533.1673887496670,533.1710707080000,544.357431208,544.3692195830000,544.380424792,544.6489053750000,544.6489053750000,546.6505132920000,547.8524292080000,3.9250000000000000,2.241303791000060,1,[1.2148357080000096],[1.2148379579998618],,,,,,,,,,,,,,,547.8529001670000,553.335795667,0,,,1,5.472120208999970,5.4721226670001200,0,,,0,,,,,,,,,,,,530.792257417,530.799342,530.799342,530.799342,533.151585333,1,[2.3576086670000223],[2.3576114170000437],,,,,,,,,,,p_2,1,2024-05-04_09h51.46.754,speech_rate,2023.2.3,None,2024-05-04 09h52.26.022892 -0700,
,Someday_5_condition.wav,Someday__Someday__Maybe__Unabridged___File_005_of_116_4.wav,I am late Frank is the neighbor whose apartment we can see into from the windows in the back of our brownstone Frank leads a mysterious solitary life but one you can set a clock by He rises at eight sits in front of a computer from nine to one goes out and gets a sandwich is back at the computer from two until six thirty is gone from six thirty to eight and then watches TV from eight until eleven p m after which he goes promptly to sleep The schedule never changes No one ever comes over,"Who is Frank, and what is his daily routine?","A. Frank is the narrator's neighbor, and he works from home.","B. Frank is the narrator's roommate, and he works from home.","C. Frank is the narrator's friend, and he enjoys watching TV all day.","D. Frank is the narrator's landlord, and he travels frequently.","A. Frank is the narrator's neighbor, and he works from home.",no,29.72003125,,,,,,,,,,,,,0,5,5,5,,,,,,,,,553.3426213330000,,,,,,,,,,,,,,,554.2592984580000,554.3086681250000,554.300545625,584.0206015830000,584.0299116670000,584.051873875,584.256973708,584.256973708,588.36965975,589.9432481670000,9.933333333333330,4.288751250000130,1,[1.5869818329999816],[1.5869842499998867],,,,,,,,,,,,,,,589.9436976250000,602.9420332080000,0,,,0,,,1,12.986300167000100,12.986306292000100,0,,,,,,,,,,,,553.336269875,553.3426213330000,553.3426213330000,553.3426213330000,554.259102833,1,[0.9212047909998091],[0.9212072499999522],,,,,,,,,,,p_2,1,2024-05-04_09h51.46.754,speech_rate,2023.2.3,None,2024-05-04 09h52.26.022892 -0700,
,Someday_109_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_048_of_116_2.wav,Think about it There's a reason they keep the actual dry cleaning apparatus hidden behind all those racks of hanging clothes They don't want you to crack their code They won't let anybody in Not anybody Even rich people You know any rich people with dry cleaning machines in their house Exactly Even they still have to pick it up and drop it off like everyone else I'm pretty sure they have people who do that for them But still the dry cleaners own you You're at their mercy Clothes that have to be dry cleaned look down on you,What does the narrator talk about?,A. Acting,B. Shopping,C. How to get rich,D. Dry cleaning,D. Dry cleaning,no,5.864,,,,,,,,,,,,,0,6,6,6,,,,,,,,,602.954747583,,,,,,,,,,,,,,,606.307940417,606.3215453746670,606.3200523330000,612.1888100000000,612.190620542,612.2018930420000,612.408808833,612.408808833,615.487848,616.22229975,1,3.2552737089999900,1,[0.7475151669998468],[0.7475174579999475],,,,,,,,,,,,,,,616.2228037080000,618.9881250830000,0,,,1,2.7580817919999800,2.758084125000100,0,,,0,,,,,,,,,,,,602.9426867080000,602.954747583,602.954747583,602.954747583,606.3076633330000,1,[3.362186915999928],[3.362227415999996],,,,,,,,,,,p_2,1,2024-05-04_09h51.46.754,speech_rate,2023.2.3,None,2024-05-04 09h52.26.022892 -0700,
,Someday_112_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_049_of_116_0.wav,It was all a blur of papers coming off the roll from the fax machine and time spent rushing from one building in Manhattan to another But then we ran out of fax paper and I kept forgetting to get a new roll so I had to cold read a few times and I'll admit there were a few days when I showed up at an audition not really prepared And then there was the big audition I had prepared for a small part in a Broadway play directed by Mike Stanley But I was so nervous to meet him that I left out an entire page of the scene and he didn't ask me to read it again,What happened during the narrator's audition for a Broadway play directed by Mike Stanley?,A. The narrator performed exceptionally well,B. The narrator forgot to bring her audition materials,C. The narrator left out an entire page of the scene,D. The narrator received a callback for another audition,C. The narrator left out an entire page of the scene,yes,11.355,,,,,,,,,,,,,0,7,7,7,0,0,0,0,0,0,0,0,636.7896698750000,,,,,,,,,,,,,,,621.2105597920000,621.2231527496670,621.2283170830000,632.590096833,632.591919125,632.613780417,632.827145208,632.827145208,634.911453833,635.7683166250000,5.25,2.273758915999910,1,[0.8660144170000876],[0.8660165420001249],,,,,,,636.761955917,636.7896698750000,636.7896698750000,661.349448042,"broadway with someone called mike stanley and he asked her never to read again
",1,[24.584006042000055],[24.584009583000125],,,,,,,,,,,,,,,,,,,,,,,,618.9885913330000,618.995103167,618.995103167,618.995103167,621.2102889580000,1,[2.2196874170001593],[2.2196956669999963],635.7688625000000,635.773867458,636.761147042,1,[0.9913231660000292],[0.9913393330000417],,,,,p_2,1,2024-05-04_09h51.46.754,speech_rate,2023.2.3,None,2024-05-04 09h52.26.022892 -0700,
,Someday_112_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_049_of_116_0.wav,It was all a blur of papers coming off the roll from the fax machine and time spent rushing from one building in Manhattan to another But then we ran out of fax paper and I kept forgetting to get a new roll so I had to cold read a few times and I'll admit there were a few days when I showed up at an audition not really prepared And then there was the big audition I had prepared for a small part in a Broadway play directed by Mike Stanley But I was so nervous to meet him that I left out an entire page of the scene and he didn't ask me to read it again,What happened during the narrator's audition for a Broadway play directed by Mike Stanley?,A. The narrator performed exceptionally well,B. The narrator forgot to bring her audition materials,C. The narrator left out an entire page of the scene,D. The narrator received a callback for another audition,C. The narrator left out an entire page of the scene,yes,11.355,,,,,,,,,,,,,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_2,1,2024-05-04_09h51.46.754,speech_rate,2023.2.3,None,2024-05-04 09h52.26.022892 -0700,
