index,wav_file,old_name,segment_text,question,C1,C2,C3,C4,C_correct,summary,duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,sum_true.thisRepN,sum_true.thisTrialN,sum_true.thisN,sum_true.thisIndex,dummy_loop.thisRepN,dummy_loop.thisTrialN,dummy_loop.thisN,dummy_loop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,sum_true_exp.thisRepN,sum_true_exp.thisTrialN,sum_true_exp.thisN,sum_true_exp.thisIndex,dummy_loop_exp.thisRepN,dummy_loop_exp.thisTrialN,dummy_loop_exp.thisN,dummy_loop_exp.thisIndex,thisRow.t,notes,Experimenter.started,reminder.started,Experimenter.stopped,Instructions.started,Instructions.stopped,Start_Segment_Train.started,Play_train.started,Trial_counter_train.started,text_5.started,Start_Segment_Train.stopped,Play_train.numClicks,Play_train.timesOn,Play_train.timesOff,Training_Segment.started,Experimen_audio.started,polygon.started,polygon.stopped,Training_Segment.stopped,Rating.started,slider.started,text_3.started,button_2.started,Rating.stopped,slider.response,slider.rt,button_2.numClicks,button_2.timesOn,button_2.timesOff,Start_Summary.started,text_2.started,Start_Summary.stopped,summary_button.numClicks,summary_button.timesOn,summary_button.timesOff,Summary.started,textbox.started,summary_done.started,Summary.stopped,textbox.text,summary_done.numClicks,summary_done.timesOn,summary_done.timesOff,Multiple_Choice_2.started,Multiple_Choice_2.stopped,A.numClicks,A.timesOn,A.timesOff,B.numClicks,B.timesOn,B.timesOff,C.numClicks,C.timesOn,C.timesOff,D.numClicks,D.timesOn,D.timesOff,Start_Exp.started,Start_exp.started,Start.started,Start_Exp.stopped,Start.numClicks,Start.timesOn,Start.timesOff,Start_Segment.started,Play.started,Trial_counter.started,text_6.started,Start_Segment.stopped,Play.numClicks,Play.timesOn,Play.timesOff,Start_Sum_Exp.started,text_4.started,Start_Sum_Exp.stopped,sum_button.numClicks,sum_button.timesOn,sum_button.timesOff,Thanks.started,text_7.started,text_7.stopped,Thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,Someday_13_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_009_of_116_1.wav,After hanging up with my dad I think I hear Jane downstairs home from the set which means I might actually get something to eat before I get on the train I made it onto the actual wait list I call while coming down the stairs To see the famous nutritionist person Yes Also do I have a problem with cigarettes You seem to be doing just fine with them Jane says dumping a large brown bag onto the top of our never used oven with a thud She's wearing a trench coat we found at the Goodwill in Prospect Heights and her signature giant red vintage sunglasses,What is Jane's signature accessorize?,A. Red vintage sunglasses,B. A red trenchcoat,C. Red platform boots,D. A brown belt,A. Red vintage sunglasses,yes,6.074,,,,,,,,,,,,,0,2,2,2,0,0,0,0,0,0,0,0,252.78589916600004,,,,,,,,,,,,,,,241.598847708,241.61488204166668,241.61075695800002,247.682533916,247.700007208,247.71129958300003,247.919240458,247.919240458,250.00366204099998,250.904081291,1.3583333333333332,2.268308832999992,1,[0.909568375000049],[0.9095706250000148],,,,,,,252.77512224999998,252.78589916600004,252.78589916600004,258.189777916,,1,[5.411531250000053],[5.411534125000003],,,,,,,,,,,,,,,,,,,,,,240.81651279100004,240.82351766600004,240.82351766600004,240.82351766600004,241.59865741600004,1,[0.78069708299995],[0.7806995830000005],250.90461975000005,250.91479775000005,252.77412037500005,1,[1.869090124999957],[1.869092667000018],,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_13_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_009_of_116_1.wav,After hanging up with my dad I think I hear Jane downstairs home from the set which means I might actually get something to eat before I get on the train I made it onto the actual wait list I call while coming down the stairs To see the famous nutritionist person Yes Also do I have a problem with cigarettes You seem to be doing just fine with them Jane says dumping a large brown bag onto the top of our never used oven with a thud She's wearing a trench coat we found at the Goodwill in Prospect Heights and her signature giant red vintage sunglasses,What is Jane's signature accessorize?,A. Red vintage sunglasses,B. A red trenchcoat,C. Red platform boots,D. A brown belt,A. Red vintage sunglasses,yes,6.074,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_13_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_009_of_116_1.wav,After hanging up with my dad I think I hear Jane downstairs home from the set which means I might actually get something to eat before I get on the train I made it onto the actual wait list I call while coming down the stairs To see the famous nutritionist person Yes Also do I have a problem with cigarettes You seem to be doing just fine with them Jane says dumping a large brown bag onto the top of our never used oven with a thud She's wearing a trench coat we found at the Goodwill in Prospect Heights and her signature giant red vintage sunglasses,What is Jane's signature accessorize?,A. Red vintage sunglasses,B. A red trenchcoat,C. Red platform boots,D. A brown belt,A. Red vintage sunglasses,yes,6.074,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.1901692910001,260.783555083,0,,,1,2.583664458000044,2.583667500000047,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_78_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_036_of_116_0.wav,And I would like to help you get started So he claps his hands together once for emphasis as if he's just pulled a rabbit out of his hat and wants to make sure the audience sees it I'm stunned He just said he wants to work with me I thought it would be so much harder to get anyone in the professional world to say that ever An actual real life agent wants to represent me I don't have to do this alone I'm shocked What is that,What is the narrator's reaction to the agent's offer?,A. She is excited and grateful,B. She is stunned,C. She is uninterested in the offer,D. She expected the offer,B. She is stunned,yes,14.085,,,,,,,,,,,,,0,3,3,3,0,0,0,0,0,0,0,0,281.77150908300007,,,,,,,,,,,,,,,261.600340833,261.6327184163333,261.62364875000003,275.7061939160001,275.718913583,275.730148666,275.93996441600007,275.93996441600007,280.16012375,280.956479833,7.616666666666666,4.402877499999931,1,[0.8049564999998893],[0.8049588749998975],,,,,,,281.76046666600007,281.77150908300007,281.77150908300007,291.77648154100007,A professional wants to work with someone,1,[10.012903000000051],[10.012906292000025],,,,,,,,,,,,,,,,,,,,,,260.78411241599997,260.790156625,260.790156625,260.790156625,261.60014341600004,1,[0.8156201250000095],[0.8156227089999675],280.95700445800003,280.966490625,281.75972779100005,1,[0.8021972500000629],[0.802202583000053],,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_78_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_036_of_116_0.wav,And I would like to help you get started So he claps his hands together once for emphasis as if he's just pulled a rabbit out of his hat and wants to make sure the audience sees it I'm stunned He just said he wants to work with me I thought it would be so much harder to get anyone in the professional world to say that ever An actual real life agent wants to represent me I don't have to do this alone I'm shocked What is that,What is the narrator's reaction to the agent's offer?,A. She is excited and grateful,B. She is stunned,C. She is uninterested in the offer,D. She expected the offer,B. She is stunned,yes,14.085,,,,,,,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_78_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_036_of_116_0.wav,And I would like to help you get started So he claps his hands together once for emphasis as if he's just pulled a rabbit out of his hat and wants to make sure the audience sees it I'm stunned He just said he wants to work with me I thought it would be so much harder to get anyone in the professional world to say that ever An actual real life agent wants to represent me I don't have to do this alone I'm shocked What is that,What is the narrator's reaction to the agent's offer?,A. She is excited and grateful,B. She is stunned,C. She is uninterested in the offer,D. She expected the offer,B. She is stunned,yes,14.085,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.77701483300007,298.152896875,0,,,1,6.3644052910000255,6.364408540999989,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_39_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_021_of_116_1.wav,People who are admired for holding it together are not people who are about to get agents They're people who are recovering from cancer or undergoing a murder trial And I dropped a section I add hoping he'll say he didn't notice Yeah I know but I only know because I'm obsessed with that guy's work No one will dock you for that It's not exactly a glowing review but he doesn't seem totally horrified Still he's avoiding the thing I most want to know But when I fell I mean how bad was it,What does the narrator hope the person they are talking to will say?,A. That he didn't notice the mistake,B. That he noticed the dropped section,C. That he wants to be an agent,D. That he's obsessed with the narrator's work,A. That he didn't notice the mistake,yes,7.3075,,,,,,,,,,,,,0,4,4,4,0,0,0,0,0,0,0,0,311.81270629100004,,,,,,,,,,,,,,,299.269957041,299.2855597076667,299.283327375,306.58519050000007,306.59368829100003,306.60463208300007,306.82906608300004,306.82906608300004,309.14115845800006,310.186381333,2.8166666666666664,2.5117268749999084,1,[1.054618542000071],[1.054620624999984],,,,,,,311.801670208,311.81270629100004,311.81270629100004,316.54343229100004,murder trial,1,[4.738651375000018],[4.738654541999949],,,,,,,,,,,,,,,,,,,,,,298.1534659580001,298.16133983300006,298.16133983300006,298.16133983300006,299.269729,1,[1.1141827919999514],[1.1141853750000337],310.186883041,310.19134500000007,311.80095429100004,1,[1.6136797909999814],[1.6136823749999394],,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_39_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_021_of_116_1.wav,People who are admired for holding it together are not people who are about to get agents They're people who are recovering from cancer or undergoing a murder trial And I dropped a section I add hoping he'll say he didn't notice Yeah I know but I only know because I'm obsessed with that guy's work No one will dock you for that It's not exactly a glowing review but he doesn't seem totally horrified Still he's avoiding the thing I most want to know But when I fell I mean how bad was it,What does the narrator hope the person they are talking to will say?,A. That he didn't notice the mistake,B. That he noticed the dropped section,C. That he wants to be an agent,D. That he's obsessed with the narrator's work,A. That he didn't notice the mistake,yes,7.3075,,,,,,,,,,,,,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_39_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_021_of_116_1.wav,People who are admired for holding it together are not people who are about to get agents They're people who are recovering from cancer or undergoing a murder trial And I dropped a section I add hoping he'll say he didn't notice Yeah I know but I only know because I'm obsessed with that guy's work No one will dock you for that It's not exactly a glowing review but he doesn't seem totally horrified Still he's avoiding the thing I most want to know But when I fell I mean how bad was it,What does the narrator hope the person they are talking to will say?,A. That he didn't notice the mistake,B. That he noticed the dropped section,C. That he wants to be an agent,D. That he's obsessed with the narrator's work,A. That he didn't notice the mistake,yes,7.3075,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.543906291,330.194253291,0,,,1,13.63992108299999,13.639923833000012,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_45_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_024_of_116_1.wav,She's one of my best friends in class but I wonder sometimes how she feels about having gone from the lead of a hit TV show to commercials which is mainly what she does now and not the kind where she's playing Dina Shannon formerly of the hit show There's Pierre but just a regular actor pretending to like one brand of orange juice over another Anything she says flicking an ash on the ground Um yeah actually I got two callbacks with agencies Yeah she says you only need one,"What show did Dina, the actress, use to lead?",A. Friends,B. There's Pierre,C. Cordelia Biscayne,D. The House of Mirth,B. There's Pierre,yes,14.51003125,,,,,,,,,,,,,0,5,5,5,0,0,0,0,0,0,0,0,352.48299258300005,,,,,,,,,,,,,,,331.0043835,331.02003562466666,331.025010458,345.527036833,345.538870041,345.550145875,345.7587170830001,345.7587170830001,349.47616095800004,350.91549825000004,6.991666666666667,4.727012833000003,1,[1.4488114170000017],[1.4488136669999676],,,,,,,352.471905416,352.48299258300005,352.48299258300005,366.68044975,someone got two callbacks from agencies but only needs one,1,[14.205156458000033],[14.205159916999946],,,,,,,,,,,,,,,,,,,,,,330.194724208,330.20153133300005,330.20153133300005,330.20153133300005,331.00415425000006,1,[0.8077650830000493],[0.8077677910000602],350.916017916,350.93682879100004,352.471327375,1,[1.5548650000000634],[1.554867833000003],,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_45_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_024_of_116_1.wav,She's one of my best friends in class but I wonder sometimes how she feels about having gone from the lead of a hit TV show to commercials which is mainly what she does now and not the kind where she's playing Dina Shannon formerly of the hit show There's Pierre but just a regular actor pretending to like one brand of orange juice over another Anything she says flicking an ash on the ground Um yeah actually I got two callbacks with agencies Yeah she says you only need one,"What show did Dina, the actress, use to lead?",A. Friends,B. There's Pierre,C. Cordelia Biscayne,D. The House of Mirth,B. There's Pierre,yes,14.51003125,,,,,,,,,,,,,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
