Word,Surprisal,Word_Onset,Word_Onset_Samples
change,5.95483255386353,45.664,11416
in,6.9032301902771,45.776,11444
time,4.63380575180054,45.828,11457
Dr,14.5706462860107,45.96,11490
from,4.02514505386353,45.996,11499
its,3.42653894424438,46.392,11598
relentless,10.6025037765503,46.536,11634
onslaught,5.29302930831909,46.62,11655
the,0.513532519340515,46.712,11678
wind,3.02020597457886,46.928,11732
fal,12.7520084381104,47.168,11792
in,4.6337103843689,47.228,11807
bitter,15.2489051818848,47.348,11837
disbelief,10.1728782653809,47.548,11887
realizing,12.0710821151733,47.628,11907
that,1.14801776409149,47.74,11935
no,5.11471080780029,48.212,12053
matter,1.76621782779694,48.448,12112
how,0.758723795413971,48.512,12128
violently,11.0394811630249,48.596,12149
it,0.868854641914368,48.72,12180
screamed,9.42802238464356,48.8,12200
the,2.97969889640808,49.028,12257
man,3.11258769035339,49.076,12269
stood,7.913004875183110,49.316,12329
un,6.27936029434204,49.36,12340
a,11.6301670074463,49.492,12373
stone,8.27245712280273,49.64,12410
beneath,7.46836709976196,50.036,12509
a,6.47756767272949,50.296,12574
storm,7.41404533386231,50.328,12582
The,2.01117014884949,50.488,12622
wind,2.3841233253479,50.616,12654
grew,6.94276762008667,50.664,12666
quiet,10.0717430114746,51.276,12819
and,2.35135245323181,51.328,12832
the,4.68511343002319,51.436,12859
sun,3.8720805644989,51.512,12878
smiled,8.69894409179688,51.70400000000000,12926
watching,8.27755546569824,51.752,12938
the,1.77612745761871,51.784000000000000,12946
man,2.84116315841675,51.892,12973
slowly,5.2229266166687,52.276,13069
begin,8.50175952911377,52.432,13108
to,0.412872552871704,52.46,13115
take,6.75007772445679,52.556,13139
off,4.70660161972046,52.732000000000000,13183
his,0.462222039699554,52.84,13210
coat,0.322507500648499,52.884,13221
as,6.6875810623169,52.996,13249
he,1.69175839424133,53.056,13264
warmed,13.0504150390625,53.116,13279
up,2.88699436187744,53.232000000000000,13308
It,4.35248994827271,53.29600000000000,13324
had,5.78136730194092,53.34,13335
won,8.86775779724121,53.48,13370
The,1.76834881305695,53.752,13438
world,7.8761157989502,53.824,13456
was,2.12538909912109,53.9,13475
still,5.20993518829346,54.224,13556
again,11.1796398162842,54.28,13570
calm,5.05362606048584,54.408,13602
and,0.863085031509399,54.464,13616
bright,7.11049175262451,54.568,13642
under,7.90428686141968,54.848,13712
the,0.491428643465042,55.06,13765
sun,3.42804265022278,55.132000000000000,13783
gentle,5.48471212387085,55.252,13813
light,4.19956779479981,55.33200000000000,13833
