index,wav_file,old_name,segment_text,question,C1,C2,C3,C4,C_correct,summary,duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,sum_true.thisRepN,sum_true.thisTrialN,sum_true.thisN,sum_true.thisIndex,dummy_loop.thisRepN,dummy_loop.thisTrialN,dummy_loop.thisN,dummy_loop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,sum_true_exp.thisRepN,sum_true_exp.thisTrialN,sum_true_exp.thisN,sum_true_exp.thisIndex,dummy_loop_exp.thisRepN,dummy_loop_exp.thisTrialN,dummy_loop_exp.thisN,dummy_loop_exp.thisIndex,thisRow.t,notes,Instructions.started,Instructions.stopped,Start_Segment_Train.started,Play_train.started,Trial_counter_train.started,text_5.started,Start_Segment_Train.stopped,Play_train.numClicks,Play_train.timesOn,Play_train.timesOff,Training_Segment.started,Experimen_audio.started,polygon.started,polygon.stopped,Training_Segment.stopped,Rating.started,slider.started,text_3.started,button_2.started,Rating.stopped,slider.response,slider.rt,button_2.numClicks,button_2.timesOn,button_2.timesOff,Start_Summary.started,text_2.started,Start_Summary.stopped,summary_button.numClicks,summary_button.timesOn,summary_button.timesOff,skip_button.numClicks,skip_button.timesOn,skip_button.timesOff,Summary.started,textbox.started,Summary.stopped,textbox.text,Multiple_Choice_2.started,Multiple_Choice_2.stopped,A.numClicks,A.timesOn,A.timesOff,B.numClicks,B.timesOn,B.timesOff,C.numClicks,C.timesOn,C.timesOff,D.numClicks,D.timesOn,D.timesOff,textbox.stopped,Start_Exp.started,Start_exp.started,Start.started,Start_Exp.stopped,Start.numClicks,Start.timesOn,Start.timesOff,Start_Segment.started,Play.started,Trial_counter.started,text_6.started,Start_Segment.stopped,Play.numClicks,Play.timesOn,Play.timesOff,Start_Sum_Exp.started,text_4.started,summary_button_exp.started,skip_button_exp.started,Start_Sum_Exp.stopped,summary_button_exp.numClicks,summary_button_exp.timesOn,summary_button_exp.timesOff,skip_button_exp.numClicks,skip_button_exp.timesOn,skip_button_exp.timesOff,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,Someday_110_condition-3-5x.wav,Someday__Someday__Maybe__Unabridged___File_048_of_116_3.wav,But still the dry cleaners own you You're at their mercy Clothes that have to be dry cleaned look down on you Is it the clothes who are to blame or the dry cleaning professionals themselves Chicken or the egg my friend This new dry cleaning conspiracy theory reminds me of your fear of ironing This is nothing like my fear of ironing Although ironing is another secret society that doesn't want you to know what's up Do you know anyone who can tell you why the ironing board is shaped that way How does it help me that it's the size of a surfboard,What is the dry cleaning conspiracy theory being compared to?,A. A fear of ironing,B. The shape of an ironing board,C. A secret society,D. A surfboard,A. A fear of ironing,yes,8.875,,,,,,,,,,,,,0,2,2,2,0,0,0,0,0,0,0,0,285.32264862500006,,,,,,,,,,,,272.7575522500001,272.77122004166677,272.7730301670001,281.6437806250001,281.648438125,281.67064466700003,281.87075695800013,281.87075695800013,283.28953245799994,283.8153649170001,1.0750000000000002,1.5916550419999567,1,[0.535417667000047],[0.535420583000132],,,,,,,,,,285.3133451670001,285.32264862500006,300.30629445800014,learning and dry cleaning. you want me to tell you? learning and dry cleaning!,,,,,,,,,,,,,,,300.32491537500005,,,,,,,,270.828849708,270.83595000000014,270.83595000000014,270.83595000000014,272.756768792,1,[1.9267240829999537],[1.9267404999998234],283.8158725830001,283.82181037500004,283.82181037500004,283.82181037500004,285.3124840830001,1,[1.4958903750000445],[1.4958928340001876],0,,,p_5,001,2024-03-14_13h28.19.914,speech_rate,2023.2.3,None,2024-03-14 13h33.41.686296 -0700,
,Someday_110_condition-3-5x.wav,Someday__Someday__Maybe__Unabridged___File_048_of_116_3.wav,But still the dry cleaners own you You're at their mercy Clothes that have to be dry cleaned look down on you Is it the clothes who are to blame or the dry cleaning professionals themselves Chicken or the egg my friend This new dry cleaning conspiracy theory reminds me of your fear of ironing This is nothing like my fear of ironing Although ironing is another secret society that doesn't want you to know what's up Do you know anyone who can tell you why the ironing board is shaped that way How does it help me that it's the size of a surfboard,What is the dry cleaning conspiracy theory being compared to?,A. A fear of ironing,B. The shape of an ironing board,C. A secret society,D. A surfboard,A. A fear of ironing,yes,8.875,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_5,001,2024-03-14_13h28.19.914,speech_rate,2023.2.3,None,2024-03-14 13h33.41.686296 -0700,
,Someday_110_condition-3-5x.wav,Someday__Someday__Maybe__Unabridged___File_048_of_116_3.wav,But still the dry cleaners own you You're at their mercy Clothes that have to be dry cleaned look down on you Is it the clothes who are to blame or the dry cleaning professionals themselves Chicken or the egg my friend This new dry cleaning conspiracy theory reminds me of your fear of ironing This is nothing like my fear of ironing Although ironing is another secret society that doesn't want you to know what's up Do you know anyone who can tell you why the ironing board is shaped that way How does it help me that it's the size of a surfboard,What is the dry cleaning conspiracy theory being compared to?,A. A fear of ironing,B. The shape of an ironing board,C. A secret society,D. A surfboard,A. A fear of ironing,yes,8.875,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.30656558300007,305.93337862499993,1,5.617805666000095,5.617808083,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_5,001,2024-03-14_13h28.19.914,speech_rate,2023.2.3,None,2024-03-14 13h33.41.686296 -0700,
,Someday_67_condition.wav,Someday__Someday__Maybe__Unabridged___File_033_of_116_1.wav,Well I'm doing all right I guess I imagine myself saying but I'm about three inches from where I really want to be I think of how much effort has taken me to even be a 29 I can't imagine what else I could do to be a 26 but it makes sense too that the Cordelia Biscaynes of the world are literally measurably different from the rest of us Three inches might as well be 300 to me today Hi I'm Carol,What size does the narrator wear?,A. 29,B. 26,C. 30,D. 28,A. 29,no,29.22,,,,,,,,,,,,,0,3,3,3,,,,,,,,,305.9409680420001,,,,,,,,,,,,307.6815139580001,307.7307920000001,307.72098066700005,336.9300202500001,336.9570947500001,336.97844554200014,337.2138393330001,337.2138393330001,340.12303495800006,340.89676699999995,9.95,3.0985300840000036,1,[0.7883286249998491],[0.788330999999971],,,,,,,,,,,,,,340.89721695799994,347.01787954199995,1,6.112898250000171,6.112900666000087,0,,,0,,,0,,,,,,,,,,,305.933897958,305.9409680420001,305.9409680420001,305.9409680420001,307.681323542,1,[1.7458300420000796],[1.7458325830000376],,,,,,,,,,,,p_5,001,2024-03-14_13h28.19.914,speech_rate,2023.2.3,None,2024-03-14 13h33.41.686296 -0700,
,Someday_127_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_055_of_116_2.wav,Is that shirt clean I'll wear my Wonder Bra Where's my Wonder Bra I'm in and out of the shower in record time I used the towel that was on my head to dry off The moisture from the shower has done something helpful to my hair for once I can hear the fax machine whirring the paper falling onto the floor I'm curious to see the material I'll skim it before I get dressed to make sure I'm picking the right thing to wear I go to the machine and uncurl the first page Absolute Artists Appointment,What does the narrator find when she checks the fax machine?,A. A list of appointments,B. Her audition script,C. A towel,D. A Wonder Bra,B. Her audition script,no,14.6803125,,,,,,,,,,,,,0,4,4,4,,,,,,,,,347.0256630000001,,,,,,,,,,,,349.3487030420001,349.3647428746667,349.369508,364.0428871670001,364.04926408300025,364.07143566700006,364.2795042920002,364.2795042920002,367.1915814580002,367.8317623749999,6.958333333333333,3.0930497499998637,1,[0.6525337919997583],[0.6525359999995999],,,,,,,,,,,,,,367.8322022080001,372.13311720799993,1,4.29330337500005,4.293305459000294,0,,,0,,,0,,,,,,,,,,,347.018427792,347.0256630000001,347.0256630000001,347.0256630000001,349.348515875,1,[2.3282285420000335],[2.3282310420001977],,,,,,,,,,,,p_5,001,2024-03-14_13h28.19.914,speech_rate,2023.2.3,None,2024-03-14 13h33.41.686296 -0700,
,Someday_77_condition-3-5x.wav,Someday__Someday__Maybe__Unabridged___File_035_of_116_5.wav,I'm embarrassed to tell a stranger even a kind one all that I've been hoping for What a dumb question I'm asking It's torture telling someone what you want when you don't have it yet isn't it Barney says How are you supposed to know yet Am I right That makes me laugh Yes As my father the great Broadway director Irving Sparks always used to say we all have to start somewhere So start somewhere anywhere Give me an idea of what it is you'd like to do Tell me everything What is your dream,What advice that Barney Sparks give to the narrator?,A. To be picky,B. To start from somewhere,C. To find something else to do,D. To patiently wait for the right part,B. To start from somewhere,no,9.16875,,,,,,,,,,,,,0,5,5,5,,,,,,,,,372.1417509580001,,,,,,,,,,,,374.04328124999984,374.0592539996667,374.05851737500006,383.2271344169999,383.22933224999997,383.2405449170001,383.4476388329999,383.4476388329999,385.3273429579999,385.82111858300004,3.9333333333333336,2.06191600000011,1,[0.5033267079998041],[0.5033289170000899],,,,,,,,,,,,,,385.8215907919998,389.1347715830002,0,,,1,3.304451333999623,3.3044537499999933,0,,,0,,,,,,,,,,,372.13356354200005,372.1417509580001,372.1417509580001,372.1417509580001,374.0430798749999,1,[1.909121000000141],[1.9091235420000885],,,,,,,,,,,,p_5,001,2024-03-14_13h28.19.914,speech_rate,2023.2.3,None,2024-03-14 13h33.41.686296 -0700,
,Someday_141_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_088_of_116_1.wav,"Pink eye I keep repeating the phrase as if that will somehow make it disappear from Jane's face pink eye you have pink eye How can you be sure? Well by looking in the mirror for one thing, but maybe you just have something in your eye or allergies. Sorry Franny I've had it before this is what it looks like. It's really contagious. There's no way I can go Jane was going to be my date for Katie's wedding Jane had arranged the rental car in her name Jane has pink eye if you can't go I can't go",What does Jane have?,A. Cold,B. Pink eye,C. Flu,D. Bruises,B. Pink eye,no,11.27709375,,,,,,,,,,,,,0,6,6,6,,,,,,,,,389.14201275000005,,,,,,,,,,,,390.8676084580002,390.88364562466654,390.885718,402.1613869170001,402.1625142920002,402.18398583299995,402.3849607500001,402.3849607500001,404.395096833,404.92267112499985,6.1,2.1846080000000256,1,[0.5370427919997383],[0.5370449170000029],,,,,,,,,,,,,,404.9230957079999,406.485520833,0,,,1,1.5550482499997997,1.5550508339997577,0,,,0,,,,,,,,,,,389.1352347920001,389.14201275000005,389.14201275000005,389.14201275000005,390.86741633300016,1,[1.7305472500001997],[1.7305497500001366],,,,,,,,,,,,p_5,001,2024-03-14_13h28.19.914,speech_rate,2023.2.3,None,2024-03-14 13h33.41.686296 -0700,
,Someday_79_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_036_of_116_1.wav,But something is holding me back It would be so easy to say yes and leave this room with an agent almost too easy I Look around the room and the walls of old scripts and playbills that seemed warm and friendly when I first came in Now look cluttered and shabby the leather on the arms of this giant lumpy chair is worn thin The stuffing is peeking through one of the seams and the sunlight streaming through the window is cloudy with dust I stammer a bit,What is one of the factors that is preventing the narrator from immediately accepting the agent's offer?,A. The agent's appearance,B. The condition of the room,C. The agent's attitude,D. The lack of other actors,B. The condition of the room,no,12.446875,,,,,,,,,,,,,0,7,7,7,,,,,,,,,406.49298750000025,,,,,,,,,,,,408.3853035420002,408.4013456246669,408.4045177500002,420.846151833,420.8516112080001,420.8628181670001,421.0662493750001,421.0662493750001,422.7781489170002,423.33478620799997,6.05,1.8868535420001535,1,[0.5700345420000303],[0.5700372080000307],,,,,,,,,,,,,,423.33522295800003,430.62050579200013,0,,,1,7.276289500000075,7.276292083000044,0,,,0,,,,,,,,,,,406.48600399999987,406.49298750000025,406.49298750000025,406.49298750000025,408.38510995800016,1,[1.8974325409999437],[1.8974350829998912],,,,,,,,,,,,p_5,001,2024-03-14_13h28.19.914,speech_rate,2023.2.3,None,2024-03-14 13h33.41.686296 -0700,
,Someday_37_condition.wav,Someday__Someday__Maybe__Unabridged___File_020_of_116_2.wav,If only I hadn't missed the chair if only I made better undergarment choices I Want to ask someone how bad it was exactly But the backstage area is so small that all the students here now are waiting for their turn and too nervous to talk Anyone who could have been watching from the wings is probably downstairs now in the green room smoking cigarettes and talking about themselves As much as I want feedback I don't feel like going down there I can face one person trying in vain to convince me it wasn't so bad but not a sea of pitying faces,What is preventing the narrator from asking someone about their performance?,A. Fear of a large crowd,B. Lack of interest in feedback,C. The small backstage area,D. Smoking cigarettes in the green room,C. The small backstage area,no,28.59996875,,,,,,,,,,,,,0,8,8,8,,,,,,,,,430.6283121669999,,,,,,,,,,,,432.3031927920001,432.3358890833333,432.3369814580001,460.93149329200014,460.94180337499984,460.96321791699984,461.1687913330002,461.1687913330002,463.03211062499986,463.7768652919999,10,2.044297958000243,1,[0.7545207080002001],[0.7545229160000417],,,,,,,,,,,,,,463.7773292920001,470.9724335000001,1,7.185753124999792,7.18575570899975,0,,,0,,,0,,,,,,,,,,,430.620982292,430.6283121669999,430.6283121669999,430.6283121669999,432.303000333,1,[1.6816020000001117],[1.6816045840000697],,,,,,,,,,,,p_5,001,2024-03-14_13h28.19.914,speech_rate,2023.2.3,None,2024-03-14 13h33.41.686296 -0700,
,Someday_42_condition.wav,Someday__Someday__Maybe__Unabridged___File_023_of_116_0.wav,There will be another showcase next year but my deadline expires way before then and I refuse to break it I refuse to become one of those people who can't accept the truth that it just isn't going to happen for them Something cold grabs my heart and my mouth falls open Maybe I've already become one of them while I wasn't looking Maybe I can't accept the truth that it just isn't going to happen for me Maybe I already know but I can't admit it How many more days of waiting do I really need before I have to face facts,When will be the next showcase?,A. Next year,B. Next month,C. Next week,D. Next fall,A. Next year,no,29.42996875,,,,,,,,,,,,,0,9,9,9,,,,,,,,,470.9799992080002,,,,,,,,,,,,472.85805808299983,472.90730679200016,472.89824483300026,502.3206986250002,502.34353150000015,502.3648035420001,502.571166875,502.571166875,504.516343667,505.4290067920001,10,2.122461833000216,1,[0.9264775419997022],[0.9264798340000198],,,,,,,,,,,,,,505.42945045800025,509.95765737500005,0,,,1,4.5206736250001995,4.520675959000073,0,,,0,,,,,,,,,,,470.9729093750002,470.9799992080002,470.9799992080002,470.9799992080002,472.85787104200017,1,[1.883191375000024],[1.8831940420000137],,,,,,,,,,,,p_5,001,2024-03-14_13h28.19.914,speech_rate,2023.2.3,None,2024-03-14 13h33.41.686296 -0700,
